word,frequency,word_type
арлекин,1.0,Content
арлекино,0.4,Content
армада,1.3,Content
арманьяк,0.6,Content
арматура,4.5,Content
арматурный,0.5,Content
армеец,2.4,Content
армейский,23.3,Content
Армен,3.8,Content
Армения,12.4,Content
армирование,0.4,Content
армированный,0.5,Content
армировать,0.7,Content
армия,186.4,Content
армяк,0.6,Content
армянин,11.0,Content
армянка,1.0,Content
армянский,13.3,Content
Арнольд,9.0,Content
аромат,22.9,Content
ароматерапия,0.5,Content
ароматизатор,1.5,Content
ароматический,3.1,Content
ароматный,5.0,Content
арочный,0.9,Content
арсенал,12.7,Content
арсенальный,0.4,Content
Арсений,5.0,Content
Арсеньев,2.5,Content
арт,1.8,Content
Артамонов,1.8,Content
артачиться,0.4,Content
арт-директор,1.2,Content
артезианский,0.8,Content
артель,6.2,Content
артельный,1.0,Content
артельщик,0.7,Content
Артем,17.3,Content
артериальный,2.8,Content
артерия,8.6,Content
артефакт,1.1,Content
артикул,0.5,Content
артикулировать,0.8,Content
артикуляция,1.0,Content
артиллерийский,12.6,Content
артиллерист,5.9,Content
артиллерия,13.7,Content
артист,98.0,Content
артистизм,2.2,Content
артистическая,0.7,Content
артистически,0.5,Content
артистический,6.3,Content
артистично,0.5,Content
артистичность,0.6,Content
артистичный,1.8,Content
артистка,11.6,Content
артобстрел,0.5,Content
артподготовка,1.1,Content
артрит,1.1,Content
Артур,19.5,Content
арфа,2.6,Content
архаизм,0.4,Content
архаика,1.2,Content
архаический,2.5,Content
архаичный,3.5,Content
архангел,3.0,Content
Архангельск,5.7,Content
архангельский,8.9,Content
археолог,5.6,Content
археологический,3.5,Content
археология,2.8,Content
архетип,2.6,Content
архетипический,0.7,Content
архив,35.3,Content
архивариус,0.7,Content
архивист,0.5,Content
архивный,6.2,Content
архиепископ,10.5,Content
архиерей,5.3,Content
архиерейский,3.4,Content
архимандрит,5.5,Content
архипастырский,0.5,Content
архипастырь,2.2,Content
архипелаг,5.7,Content
Архипов,3.4,Content
архистратиг,0.4,Content
архитектоника,0.6,Content
архитектор,33.3,Content
архитектура,34.3,Content
архитектурно-планировочный,0.4,Content
архитектурно-строительный,0.8,Content
архитектурный,21.1,Content
аршин,3.6,Content
аршинный,0.5,Content
арык,1.2,Content
арьергард,0.9,Content
ас,6.0,Content
асана,1.1,Content
асбест,1.2,Content
асбестовый,0.5,Content
Асеев,2.2,Content
асимметричный,2.6,Content
асимметрия,2.4,Content
асинхронный,0.6,Content
аскеза,0.8,Content
аскер,0.7,Content
аскет,1.6,Content
аскетизм,1.7,Content
аскетический,2.6,Content
аскетичный,0.9,Content
аскорбиновый,0.7,Content
Аслан,3.1,Content
асоциальный,0.8,Content
аспект,35.6,Content
аспид,0.7,Content
аспирант,8.3,Content
аспирантка,3.2,Content
аспирантский,0.7,Content
аспирантура,7.5,Content
аспирин,2.6,Content
асс,0.6,Content
ассамблея,5.2,Content
ассасин,0.4,Content
ассенизатор,0.4,Content
ассигнация,1.6,Content
ассигнование,3.5,Content
ассигновать,0.5,Content
ассимилировать,0.7,Content
ассимилироваться,0.5,Content
ассимиляция,1.6,Content
ассириец,0.4,Content
ассирийский,0.8,Content
ассистент,8.4,Content
ассистентка,1.5,Content
ассистировать,1.3,Content
ассорти,0.7,Content
ассортимент,14.5,Content
ассортиментный,0.8,Content
ассоциативный,2.9,Content
ассоциация,44.9,Content
ассоциированный,1.4,Content
ассоциировать,1.8,Content
ассоциироваться,7.2,Content
Астана,1.9,Content
Астафьев,4.0,Content
астероид,1.5,Content
астма,2.8,Content
астматик,0.5,Content
астматический,0.4,Content
Астория,1.9,Content
астра,3.8,Content
астрал,0.6,Content
астральный,1.4,Content
астраханский,6.7,Content
Астрахань,5.6,Content
астровирус,0.4,Content
астролог,3.4,Content
астрологический,1.1,Content
астрология,1.2,Content
астронавт,1.7,Content
астроном,6.2,Content
астрономический,5.7,Content
астрономия,6.4,Content
астрофизик,1.4,Content
астрофизика,1.7,Content
астрофизический,0.8,Content
АСУ,1.7,Content
асфальт,29.1,Content
асфальтировать,1.4,Content
асфальтовый,4.3,Content
аська,2.0,Content
Ася,12.4,Content
атавизм,0.8,Content
атака,42.7,Content
атаковать,14.9,Content
атаман,5.8,Content
атас,0.7,Content
атеизм,2.8,Content
атеист,4.6,Content
атеистический,2.0,Content
ателье,4.1,Content
атеросклероз,1.1,Content
атипичный,1.2,Content
атлант,1.7,Content
Атланта,1.8,Content
Атлантида,3.2,Content
Атлантика,4.2,Content
атлантический,4.1,Content
атлас,5.8,Content
атласный,2.8,Content
атлет,2.5,Content
атлетика,2.3,Content
атлетический,1.3,Content
атмосфера,56.4,Content
атмосферный,6.2,Content
атолл,0.8,Content
атом,20.5,Content
атомарный,0.8,Content
атомный,32.4,Content
атомоход,0.9,Content
атомщик,0.9,Content
АТР,1.8,Content
атрибут,10.9,Content
атрибутивный,1.2,Content
атрибутика,1.5,Content
атрибуция,0.6,Content
атриум,0.4,Content
атрофироваться,0.6,Content
атрофия,0.5,Content
АТС,2.1,Content
атташе,3.0,Content
аттенуация,1.3,Content
аттенуировать,0.7,Content
аттестат,5.2,Content
аттестационный,0.7,Content
аттестация,4.0,Content
аттестовать,1.8,Content
аттитюд,3.4,Content
аттрактивный,0.7,Content
аттрактор,0.8,Content
аттракцион,7.1,Content
ау,1.9,Content
Ауди,3.0,Content
аудиенция,2.2,Content
аудиовизуальный,0.8,Content
аудиозапись,0.8,Content
аудиокассета,0.6,Content
аудиосистема,0.8,Content
