word,stress pattern,frequency,word type
Prozession,0001,0,91,Content
Wahlgesetz,100,0,04,Content
Sitzstreik,10,0,04,Content
Sprechchor,10,1,06,Content
abstehen,100,0,04,Content
zusammenschrumpfen,01000,0,12,Content
zuvorkommend,0100,0,87,Content
geradeheraus,01000,0,79,Content
Jugendliche,1000,4,09,Content
korrodieren,0010,0,04,Content
enigmatisch,0010,0,04,Content
schimmeln,10,0,16,Content
Strafarbeit,100,0,08,Content
schlaksig,10,0,12,Content
After,10,1,5,Content
Gendarm,01,0,67,Content
Begierde,010,1,81,Content
Generalversammlung,001000,0,51,Content
rechtlich,10,1,77,Content
Reaktionsgeschwindigkeit,00010000,0,04,Content
Verfassungsschutz,0100,0,24,Content
auseinanderfallen,001000,0,51,Content
Stummel,10,0,31,Content
Hochspannungsleitung,10000,0,31,Content
schleifen,10,2,99,Content
Gegenangriff,1000,1,46,Content
Wecker,10,5,08,Content
Fragezeichen,1000,1,57,Content
Fichtennadel,1000,0,04,Content
rubbeln,10,0,55,Content
zwielichtig,100,0,24,Content
Zuteilung,100,0,39,Content
weshalb,01,32,32,Content
Esel,10,12,01,Content
unentrinnbar,0010,0,12,Content
tricksen,10,0,87,Content
Ueberzeugung,0010,0,04,Content
Selbstbildnis,100,0,16,Content
Versicherungsgesellschaft,0100000,0,63,Content
Deserteur,001,1,61,Content
Mentor,10,3,03,Content
wegstehlen,100,0,16,Content
Schwall,1,0,71,Content
aussaugen,100,0,87,Content
Richtlinie,1000,0,91,Content
maximieren,0010,0,55,Content
Mitwirkung,100,0,39,Content
Gekritzel,010,0,67,Content
Tagesration,10000,0,08,Content
Startzeichen,100,0,24,Content
Wachzustand,100,0,16,Content
Gambit,01,0,08,Content
Weihnacht,10,3,7,Content
Abgabe,100,0,87,Content
Erlass,01,1,22,Content
Peilung,10,1,65,Content
Nutzlosigkeit,1000,0,12,Content
Metall,01,10,43,Content
baden,10,12,68,Content
Band,1,63,31,Content
Protest,01,2,32,Content
elastisch,010,0,47,Content
Donnerwetter,1000,3,54,Content
Vorsatz,10,1,1,Content
Dresche,10,0,24,Content
spucken,10,3,98,Content
Deponie,001,0,2,Content
miterleben,1000,1,18,Content
driften,10,0,79,Content
brauchbar,10,1,02,Content
Wahrscheinlichkeitsrechnung,100000,0,12,Content
wohlbehalten,1000,1,14,Content
Schockbehandlung,1000,0,16,Content
Konzil,01,0,59,Content
selbstgemacht,100,0,35,Content
Zimmerpflanze,1000,0,08,Content
Angebot,100,43,15,Content
Trickfilm,10,1,18,Content
verroht,01,0,04,Content
Dank,1,295,25,Content
Tipper,10,0,35,Content
eilfertig,100,0,12,Content
Wagner,10,3,39,Content
Kauf,1,25,71,Content
Wendepunkt,100,1,5,Content
Stirnband,10,0,31,Content
Knickerbocker,1000,0,28,Content
Statthalterschaft,1000,0,04,Content
Wettfahrt,10,0,04,Content
zaudern,10,0,2,Content
Kapelle,010,6,54,Content
verseuchen,010,0,35,Content
benutzen,010,93,7,Content
Aufzucht,10,0,12,Content
bemannen,010,0,35,Content
Pflugschar,10,0,08,Content
Vorkammer,100,0,12,Content
Obacht,10,0,24,Content
Karat,01,1,81,Content
dreizehnte,100,0,28,Function
antreffen,100,0,55,Content
Senator,010,27,48,Content
Zar,1,1,26,Content
heranziehen,0100,0,24,Content
vermutlich,010,51,58,Content
Kanton,01,0,08,Content
idyllisch,010,0,55,Content
zudrehen,100,0,39,Content
Verdachtsmoment,0100,0,08,Content
Sire,1,2,83,Content
Leuteschinder,1000,0,04,Content
Schulbank,10,0,16,Content
Pharao,100,4,09,Content
Finanzplan,010,0,24,Content
Yoga,10,3,27,Content
zeitintensiv,1000,0,04,Content
fort,1,81,07,Content
Rechtsbeistand,100,0,47,Content
Spiegelschrift,100,0,04,Content
Widersacher,1000,0,79,Content
Siegelring,100,0,08,Content
Rauchzimmer,100,0,04,Content
erlesen,010,0,08,Content
abartig,100,2,83,Content
faszinieren,0010,0,59,Content
Bauchweh,10,1,1,Content
Party,10,106,3,Content
unleserlich,1000,0,31,Content
nachsagen,100,0,28,Content
Stock,1,34,73,Content
kleistern,10,0,04,Content
Journalistin,0010,2,68,Content
scheitern,10,6,85,Content
streiken,10,2,4,Content
inwieweit,001,0,43,Content
satteln,10,0,51,Content
Machtlosigkeit,1000,0,16,Content
habgierig,100,0,47,Content
Festungsgraben,1000,0,08,Content
Gewitterwolke,01000,0,08,Content
Stadtrand,10,1,3,Content
berechtigen,0100,0,16,Content
Vorprogramm,100,0,16,Content
krankhaft,10,0,91,Content
abservieren,1000,0,79,Content
aufrollen,100,0,63,Content
Naturschutz,010,0,04,Content
Berater,010,9,57,Content
Liebling,10,97,44,Content
Rheumatismus,0010,0,16,Content
abspeichern,100,0,2,Content
Versprecher,010,0,39,Content
kontinuierlich,00010,0,43,Content
Kieme,10,0,08,Content
Monotheismus,00010,0,04,Content
Skript,1,5,2,Content
Kommode,010,2,56,Content
Todesstunde,1000,0,08,Content
Ausdruck,10,17,28,Content
Beleidigung,0100,6,46,Content
Seelenleben,1000,0,12,Content
beleben,010,0,59,Content
instinktiv,001,1,18,Content
wegholen,100,0,87,Content
Schuh,1,14,45,Content
Tagelohn,100,0,08,Content
zufassen,100,0,24,Content
Judenverfolgung,10000,0,04,Content
Spiegelglas,100,0,04,Content
Leukozytose,00010,0,04,Content
anlangen,100,0,08,Content
Widerstandsbewegung,100000,0,83,Content
Quark,1,0,51,Content
schriftstellerisch,1000,0,04,Content
seinerseits,101,0,28,Content
Rohmaterial,10000,0,2,Content
Hypnotiseur,0001,0,55,Content
kristallin,001,0,08,Content
immerfort,100,0,47,Content
Nasenbluten,1000,3,03,Content
Bett,1,162,41,Content
typisch,10,18,66,Content
Schwimmflosse,100,0,04,Content
Spritzer,10,1,5,Content
fahl,1,0,08,Content
Vision,001,12,4,Content
prassen,10,0,04,Content
triefen,10,0,2,Content
Lauge,10,0,47,Content
unabwendbar,0010,0,79,Content
Ketzer,10,2,99,Content
menschenleer,100,0,31,Content
Chaos,10,27,56,Content
Fahrkarte,100,3,46,Content
verrucht,01,0,39,Content
Korb,1,8,23,Content
weltgewandt,100,0,04,Content
Unfreundlichkeit,1000,0,04,Content
ungerechtfertigt,10000,0,51,Content
befehligen,0100,0,67,Content
besehen,010,0,12,Content
Amendement,0001,0,08,Content
untendrunter,1010,0,12,Content
Tagesordnung,1000,1,54,Content
Brigade,010,2,44,Content
Berlin,01,18,54,Content
wider,10,3,35,Function
strafmildernd,100,0,04,Content
Neurom,01,0,04,Content
spionieren,0010,1,46,Content
Kandidatur,0001,1,02,Content
Bumerang,100,0,31,Content
Landser,10,0,04,Content
verschwiegen,010,4,45,Content
Schenkung,10,0,04,Content
Nektar,10,1,46,Content
zuraten,100,0,04,Content
Geburtstag,010,70,87,Content
launig,10,0,04,Content
Irrgarten,100,0,79,Content
Raser,10,0,39,Content
Walross,10,1,46,Content
Leistungsdruck,100,0,04,Content
hereinlassen,0100,0,59,Content
Denkfehler,100,0,12,Content
abtakeln,100,0,04,Content
Kinkerlitzchen,1000,0,12,Content
Landrover,100,0,16,Content
Kohlenstaub,100,0,24,Content
aufblicken,100,0,35,Content
anregend,100,1,1,Content
Zeittafel,100,0,04,Content
Missbrauch,10,2,64,Content
Bake,10,0,55,Content
Gewalteinwirkung,01000,0,24,Content
ausbreiten,100,2,24,Content
schippen,10,0,08,Content
Psychodrama,0010,0,04,Content
Westen,10,26,1,Content
undiszipliniert,10000,0,39,Content
Vorgesetzte,1000,1,46,Content
materiell,0001,0,08,Content
gespenstisch,010,0,47,Content
trittsicher,100,0,04,Content
bestreichen,010,0,04,Content
Unterjochung,0010,0,04,Content
Befrachtung,010,0,12,Content
Aufrechterhaltung,10000,0,59,Content
ausradieren,1000,0,83,Content
triumphieren,0010,0,75,Content
Flug,1,49,45,Content
folgsam,10,1,3,Content
magnetisch,010,1,34,Content
Quint,1,0,04,Content
graphisch,10,0,04,Content
Stiefvater,100,4,13,Content
Funker,10,0,87,Content
ertappen,010,0,47,Content
vorwitzig,100,0,04,Content
vorstellbar,100,1,26,Content
ansparen,100,0,12,Content
schlampig,10,2,91,Content
Regenguss,100,0,12,Content
Schamane,010,0,71,Content
Schwarzhandel,100,0,2,Content
Gleichheit,10,1,18,Content
Alexie,001,0,08,Content
Leichenhemd,100,0,04,Content
Laschheit,10,0,04,Content
Schluchzer,10,0,12,Content
Steigung,10,0,16,Content
Schnulze,10,0,08,Content
revitalisieren,000010,0,12,Content
ausstellen,100,4,02,Content
Zweck,1,21,69,Content
schlichtweg,10,0,51,Content
testamentarisch,00010,0,08,Content
Fiktion,001,1,5,Content
Support,01,0,67,Content
Unding,10,0,08,Content
Schadenersatz,1000,0,67,Content
Front,1,10,87,Content
Abhilfe,100,0,39,Content
Amtsgericht,100,0,16,Content
Figur,01,41,85,Content
Zoologie,0001,0,2,Content
Opposition,00001,1,5,Content
Wade,10,17,52,Content
Zimmerantenne,10000,0,08,Content
Scheich,1,3,11,Content
Aufpreis,10,0,67,Content
Konsistenz,001,0,2,Content
Waschfrau,10,0,24,Content
Patina,100,0,08,Content
Absolution,00001,1,14,Content
Vegetarismus,00010,0,16,Content
Siena,010,0,35,Content
fertig,10,361,9,Content
wiederbringen,1000,0,51,Content
Quacksalber,100,1,38,Content
wohnen,10,50,91,Content
mitwirken,100,0,79,Content
Anthropologe,00010,0,39,Content
Bohnenkaffee,1000,0,2,Content
unweiblich,100,0,04,Content
Unkenntnis,100,0,16,Content
anderswohin,1001,0,2,Content
kategorisieren,000010,0,08,Content
Agrarreform,0001,0,08,Content
Diplom,01,2,24,Content
Sommersemester,10000,0,24,Content
Schmetterlingsnetz,1000,0,08,Content
Turnschuh,10,0,87,Content
Stadtverwaltung,1000,0,91,Content
Vielfalt,10,1,3,Content
Vorbereitung,1000,6,06,Content
nackt,1,33,31,Content
vorurteilslos,1000,0,16,Content
Wickler,10,0,04,Content
Trigonometrie,00001,0,35,Content
Strom,1,28,31,Content
Drink,1,45,4,Content
Doppelfenster,1000,0,04,Content
Passagier,001,5,95,Content
Perlentaucher,1000,0,04,Content
telegrafisch,0010,0,24,Content
Damm,1,6,02,Content
auslesen,100,0,04,Content
Verminderung,0100,0,16,Content
verniedlichen,0100,0,04,Content
Rezession,0001,0,83,Content
sympathisieren,00010,0,55,Content
Maismehl,10,0,08,Content
Beule,10,3,78,Content
verlernen,010,0,83,Content
antik,01,0,75,Content
Hausfreund,10,0,08,Content
Akademie,0001,5,55,Content
Puff,1,4,17,Content
verdammen,010,0,94,Content
Mahlzeit,10,6,85,Content
Liebhaber,100,12,17,Content
Lexikograph,0001,0,08,Content
Ehrbarkeit,100,0,16,Content
verteilen,010,10,24,Content
kontrastieren,0010,0,04,Content
thematisch,010,0,12,Content
verwalten,010,1,34,Content
Diabetiker,00100,1,93,Content
Phantom,01,2,17,Content
einzig,10,13,58,Content
mulmig,10,0,83,Content
Immunisierung,00010,0,04,Content
Stampfer,10,0,12,Content
Training,10,19,57,Content
Schandtat,10,0,71,Content
Beiprogramm,100,0,08,Content
knochenhart,100,0,12,Content
kreiseln,10,0,08,Content
Gaunerei,001,0,39,Content
allezeit,101,0,2,Content
Koseform,100,0,12,Content
zergehen,010,0,31,Content
Spund,1,0,35,Content
extrem,01,17,72,Content
Handelsabkommen,10000,0,16,Content
Pumpernickel,1000,0,08,Content
atemberaubend,10000,2,64,Content
spiritistisch,0010,0,04,Content
kooptieren,0010,0,16,Content
Beeilung,010,31,34,Content
Onkologie,0001,0,12,Content
inhalieren,0010,0,71,Content
Warmwasser,100,0,16,Content
dementsprechend,1010,0,87,Content
Giftschlange,100,0,67,Content
Sandwich,10,13,82,Content
Sukkulente,0010,0,04,Content
stellen,10,169,1,Content
Mole,10,0,83,Content
einverstanden,1000,46,85,Content
zuwerfen,100,0,55,Content
filmisch,10,0,04,Content
Blinddarm,10,2,01,Content
zackig,10,0,47,Content
Finder,10,0,47,Content
bestenfalls,100,2,36,Content
stampfen,10,1,85,Content
aufmerksam,100,15,12,Content
vermindern,010,0,24,Content
Revolverheld,0100,0,55,Content
heimsuchen,100,0,79,Content
abgemessen,1000,0,2,Content
Leugnung,10,0,12,Content
Minute,010,80,79,Content
ausmisten,100,0,31,Content
Gestammel,010,0,2,Content
niederwalzen,1000,0,08,Content
Wegzehrung,100,0,04,Content
Beschuss,01,3,86,Content
Ausguck,10,0,55,Content
Debatte,010,9,13,Content
absagen,100,8,39,Content
wegjagen,100,0,16,Content
Seraph,10,0,31,Content
Golfplatz,10,3,15,Content
Sowjetarmee,0100,0,08,Content
Tunnel,10,22,36,Content
wirken,10,24,17,Content
trotten,10,0,04,Content
Spiegelbild,100,2,91,Content
Malerin,100,0,75,Content
schwindelig,100,5,51,Content
Finsterling,100,0,04,Content
Disputation,00001,0,08,Content
eilen,10,1,61,Content
miteinander,1000,59,77,Content
Sprachphilosophie,10000,0,04,Content
einschalten,100,5,59,Content
Vulva,10,0,43,Content
umwerfen,100,0,63,Content
Sperre,10,2,01,Content
Besserwisser,1000,1,26,Content
tummeln,10,0,24,Content
trockenlegen,1000,0,28,Content
Zangengeburt,1000,0,04,Content
blutarm,11,0,24,Content
Gegenpart,100,0,08,Content
Mull,1,0,43,Content
Eckpfeiler,100,0,35,Content
Souchong,10,0,16,Content
Gespinst,01,0,16,Content
unvermittelt,1000,0,31,Content
Schuster,10,0,71,Content
Vertreibung,010,0,12,Content
Einmischung,100,1,61,Content
konservativ,0001,1,46,Content
Oberschenkel,1000,1,89,Content
Marmor,10,1,18,Content
Gotik,10,0,04,Content
dichtmachen,100,1,14,Content
Apoll,01,0,16,Content
Lehrer,10,52,99,Content
Wechselbeziehung,10000,0,04,Content
Vorposten,100,0,12,Content
Admiral,001,23,94,Content
kontrollieren,0010,35,43,Content
Sprechfunk,10,0,04,Content
Respekt,01,54,02,Content
Hoden,10,4,21,Content
Regentag,100,0,28,Content
Tauchstation,1000,0,35,Content
gedankenvoll,0100,0,12,Content
Luftklappe,100,0,04,Content
nervig,10,4,02,Content
beharren,010,0,63,Content
hereinfallen,0100,0,24,Content
konferieren,0010,0,04,Content
Pfefferminztee,1000,0,28,Content
Behausung,010,0,35,Content
austesten,100,0,43,Content
Stift,1,15,75,Content
Pfaffe,10,0,71,Content
aufpassen,100,47,92,Content
mitreden,100,0,87,Content
Antidot,001,0,39,Content
Karussell,001,1,42,Content
Niederlage,1000,8,86,Content
ungepflegt,100,0,31,Content
Kurier,01,3,03,Content
haltbar,10,0,51,Content
laufend,10,1,3,Content
Internierung,0010,0,12,Content
identisch,010,4,17,Content
vervollkommnen,0100,0,2,Content
Ableser,100,0,04,Content
Widerspruch,100,2,44,Content
Assistentin,0010,9,84,Content
Aspik,01,0,16,Content
Amin,01,2,68,Content
Eremit,001,0,43,Content
verbarrikadieren,000010,0,79,Content
Specht,1,0,51,Content
Intellekt,001,1,14,Content
Schwert,1,63,66,Content
bummeln,10,0,55,Content
mittendurch,001,0,12,Content
Schlitz,1,2,4,Content
Backenbart,100,0,24,Content
Lehrmeister,100,0,63,Content
Humbug,10,0,71,Content
Bischof,10,6,61,Content
Kartei,01,0,59,Content
Mittelfinger,1000,0,63,Content
Nagelfeile,1000,0,31,Content
Herstellung,100,2,87,Content
Dienstleistung,100,0,35,Content
sortiert,01,0,98,Content
Garnitur,001,0,08,Content
Zollabfertigung,10000,0,12,Content
Ausbrecher,100,0,31,Content
ausgleichen,100,1,57,Content
unaufhaltsam,0010,1,42,Content
verschulden,010,0,28,Content
abchecken,100,0,51,Content
Dreifaltigkeit,0100,0,35,Content
Schelle,10,0,2,Content
automatisch,0010,6,73,Content
Mixtur,01,0,55,Content
Tischler,10,0,47,Content
glotzen,10,3,27,Content
anbraten,100,0,16,Content
gruppenweise,1000,0,04,Content
Ausgabe,100,5,79,Content
Bronchitis,010,0,47,Content
Code,1,35,2,Content
Iris,10,6,81,Content
herausgeben,0100,1,26,Content
Redaktionsschluss,00010,0,35,Content
wenig,10,220,68,Content
zurollen,100,0,04,Content
erblassen,010,0,2,Content
Pyjama,010,2,09,Content
Storch,1,0,75,Content
aufhorchen,100,0,04,Content
Freispruch,10,0,94,Content
Neurotiker,0100,0,24,Content
abschirmen,100,0,63,Content
Rinne,10,0,35,Content
Stammkneipe,100,0,2,Content
jovial,001,0,04,Content
Niemandsland,100,2,56,Content
Tyrannei,001,2,52,Content
strampeln,10,0,31,Content
parapsychologisch,000010,0,04,Content
kentern,10,0,28,Content
uneinnehmbar,0010,0,24,Content
Ambition,0001,0,16,Content
Beichtstuhl,10,0,16,Content
erkaufen,010,1,5,Content
Gesellenbrief,0100,0,04,Content
Holzkohle,100,0,31,Content
Hymne,10,0,98,Content
Muskel,10,1,89,Content
Entwurf,01,5,95,Content
implizieren,0010,0,04,Content
Hupe,10,3,5,Content
stinklangweilig,1100,0,59,Content
gerinnen,010,0,2,Content
Rufweite,100,0,04,Content
Nahrungsmittelvergiftung,1000000,0,04,Content
Ukrainer,0010,0,55,Content
Mieterschutz,100,0,12,Content
Austritt,10,0,75,Content
sprengen,10,10,83,Content
Aceton,001,0,04,Content
Photo,10,3,74,Content
umsonst,01,38,47,Content
Videoband,1000,1,14,Content
geruchlos,010,0,35,Content
reformieren,0010,0,39,Content
erbittern,010,0,12,Content
Brathering,100,0,04,Content
Tierarzt,10,4,57,Content
Analphabet,0001,0,51,Content
auch,1,2894,41,Content
Schokoladentafel,001000,0,08,Content
schlichten,10,0,75,Content
Testikel,010,0,2,Content
Eselsohr,100,0,12,Content
kometenhaft,0100,0,08,Content
anmutig,100,0,87,Content
Schwachkopf,10,8,58,Content
Viola,010,2,6,Content
erblicken,010,1,22,Content
Geziefer,010,0,24,Content
exzentrisch,010,1,73,Content
Kartell,01,1,26,Content
Erwachsensein,0100,0,16,Content
Pleura,10,0,04,Content
Polarisierung,00010,0,08,Content
Pergamentpapier,00100,0,08,Content
Globetrotter,1000,0,71,Content
ausgeglichen,1000,1,93,Content
beginnen,010,54,84,Content
Schubs,1,3,15,Content
Ritze,10,0,47,Content
einzementieren,10000,0,04,Content
Krankengeld,100,0,08,Content
abschrecken,100,1,22,Content
Doppeldecker,1000,0,04,Content
Sperrstunde,100,0,83,Content
Ergreifung,010,1,38,Content
Hefekuchen,1000,0,04,Content
beschreiten,010,0,71,Content
Kaleidoskop,0001,0,12,Content
Stahlrohr,10,0,16,Content
literarisch,0010,0,28,Content
voraussehen,0100,0,87,Content
Unterbrechung,0010,3,78,Content
nachholen,100,2,28,Content
Fingerfertigkeit,10000,0,31,Content
Eintritt,10,6,81,Content
Wachtmeister,100,3,54,Content
stolzieren,010,0,39,Content
Choral,01,0,12,Content
Ernennung,010,0,91,Content
Maske,10,18,9,Content
Birne,10,5,91,Content
Erpresser,010,1,34,Content
Sense,10,1,3,Content
unverfroren,1000,0,08,Content
Ausbeuter,100,0,59,Content
feministisch,0010,0,12,Content
Wassergraben,1000,0,35,Content
Vorstufe,100,0,08,Content
Spray,1,0,79,Content
Utopist,001,0,04,Content
Spiegelreflexkamera,1000000,0,04,Content
hinausspringen,0100,0,12,Content
Wichtigkeit,100,2,13,Content
Kampfhahn,10,0,2,Content
Fleischerei,001,0,12,Content
Brigadier,0001,0,94,Content
Sozialist,0001,0,16,Content
Seemannssprache,1000,0,08,Content
Western,10,2,87,Content
Held,1,50,59,Content
Betrag,01,4,37,Content
Neger,10,4,29,Content
laut,1,84,65,Function
Talar,01,0,24,Content
Zitronenschale,01000,0,16,Content
Sprung,1,16,89,Content
Zumutung,100,0,51,Content
Turnier,01,6,38,Content
rinnen,10,0,08,Content
Aufdeckung,100,0,71,Content
Gymnastik,010,1,57,Content
untersagen,0010,0,31,Content
aufgeilen,100,0,24,Content
Sudan,01,0,94,Content
Orgelmusik,1000,0,71,Content
Dirne,10,1,02,Content
Bauchlandung,100,0,04,Content
telegrafieren,00010,0,47,Content
Geleise,010,0,08,Content
Standbein,10,0,08,Content
Endung,10,0,04,Content
Sprotte,10,0,08,Content
hinreichend,100,0,71,Content
Morsezeichen,1000,0,59,Content
Opiumkrieg,1000,0,04,Content
Unsterblichkeit,1000,2,72,Content
Stier,1,4,92,Content
Gas,1,31,34,Content
Monsun,01,0,35,Content
Geiz,1,0,35,Content
emotionell,00001,0,24,Content
pro,1,50,87,Content
Trainingshose,1000,0,04,Content
Made,10,4,06,Content
absaufen,100,0,51,Content
Zoologe,0010,0,24,Content
Oberstleutnant,1000,1,65,Content
platt,1,7,95,Content
einblenden,100,0,24,Content
Erbarmen,010,6,14,Content
anstreben,100,0,71,Content
Sattler,10,0,24,Content
Drohbrief,10,0,24,Content
Probezeit,100,0,79,Content
Menschenleben,1000,5,63,Content
Fernsehen,100,64,92,Content
ausreiben,100,0,04,Content
Kamin,01,6,46,Content
Heftchen,10,0,2,Content
Milchzucker,100,0,04,Content
plus,1,17,68,Function
Unterbauch,100,0,16,Content
schulfrei,10,0,47,Content
Einladung,100,18,31,Content
Privatwohnung,0100,0,12,Content
Hemdchen,10,0,31,Content
Schlot,1,0,35,Content
Motorroller,1000,0,2,Content
Zierde,10,0,39,Content
Sklerodermie,0001,0,2,Content
Rabenaas,100,0,08,Content
jugendlich,100,0,24,Content
numerisch,010,0,04,Content
Zweifel,10,35,32,Content
Kaukasus,100,0,2,Content
Unterfangen,0010,1,73,Content
bejahen,010,0,12,Content
Brut,1,1,57,Content
Schlussakt,10,0,04,Content
Konfetti,010,0,67,Content
konsistent,001,0,04,Content
Handhabung,100,0,35,Content
Quantenmechanik,10000,0,28,Content
Hautkrebs,10,0,35,Content
lebenswichtig,1000,0,83,Content
blasen,10,12,05,Content
gewaltig,010,6,3,Content
anpflaumen,100,0,04,Content
aufklatschen,100,0,04,Content
lasziv,01,0,04,Content
Klingel,10,4,41,Content
Katholik,001,0,94,Content
Herzensbrecher,1000,0,55,Content
verklagen,010,8,54,Content
Artikel,010,22,28,Content
Dock,1,3,11,Content
Stationierung,00010,0,04,Content
literweise,1000,0,55,Content
Spagat,01,0,2,Content
Sturheit,10,0,59,Content
Frist,1,2,64,Content
daher,01,42,36,Content
furchtbar,10,50,12,Content
Bilderrahmen,1000,0,59,Content
Entladung,010,0,2,Content
ausrufen,100,1,06,Content
umschulen,100,0,08,Content
sticken,10,0,2,Content
Aufpasser,100,1,14,Content
garantieren,0010,8,31,Content
Geschlecht,01,7,01,Content
verhindern,010,35,51,Content
Pragmatiker,0100,0,08,Content
Erzgebirge,1000,0,08,Content
Menschenmenge,1000,1,22,Content
Willen,10,64,29,Content
Einbrecher,100,6,69,Content
Lehrerin,100,16,85,Content
lassen,10,815,03,Content
abklopfen,100,0,16,Content
Ammoniak,0001,0,91,Content
losen,10,1,22,Content
Bildungssystem,1000,0,2,Content
Gurkensalat,1000,0,04,Content
Mechanismus,0010,1,77,Content
Rechnung,10,29,84,Content
Marquis,01,2,72,Content
Unterbrecher,0010,0,2,Content
Arbeiterin,1000,0,43,Content
Profit,01,4,76,Content
Rampenlicht,100,2,4,Content
formlos,10,0,47,Content
losziehen,100,2,28,Content
Hiersein,10,0,39,Content
Rezeption,0001,2,95,Content
Dogge,10,0,51,Content
bucklig,10,0,12,Content
Filmfestival,1000,0,79,Content
rational,0001,1,65,Content
Absage,100,1,81,Content
Feuilleton,001,0,04,Content
Klempnerei,001,0,43,Content
sich,1,3297,61,Function
Techniker,100,6,14,Content
Realismus,0010,1,02,Content
beschneiden,010,0,55,Content
Mexikaner,0010,8,78,Content
eimerweise,1000,0,12,Content
durchschlagen,010,1,18,Content
Dissonanz,001,0,16,Content
aufraffen,100,0,12,Content
absichern,100,2,05,Content
Smaragd,01,2,24,Content
fremd,1,7,09,Content
Talfahrt,10,0,04,Content
Hinterhof,100,2,36,Content
Behauptung,010,1,89,Content
Handwerksbetrieb,1000,0,04,Content
Lawine,010,1,54,Content
Gerichtsstand,010,0,04,Content
Tropen,10,0,83,Content
Kammerorchester,10000,0,12,Content
Schlagball,10,0,28,Content
romantisieren,00010,0,08,Content
Shylock,10,0,47,Content
illegitim,1000,0,2,Content
reanimieren,00010,0,35,Content
Tiefe,10,16,58,Content
Spotlight,10,0,04,Content
Kopf,1,321,82,Content
Tollkirsche,100,0,2,Content
auspolstern,100,0,08,Content
Tanzboden,100,0,04,Content
Ausnahme,100,11,69,Content
Auflage,100,1,73,Content
Razzia,100,3,66,Content
Motorboot,100,1,1,Content
umschlingen,100,0,47,Content
sanieren,010,0,12,Content
Schlemmer,10,0,2,Content
verschwinden,010,122,64,Content
ketzerisch,100,0,2,Content
vergeben,010,35,63,Content
regenerieren,00010,1,34,Content
offensichtlich,1000,61,22,Content
Reihen,10,4,65,Content
stanzen,10,0,08,Content
Barriere,0010,1,85,Content
Vorentscheidung,1000,0,04,Content
Kontext,01,1,77,Content
Suspensorium,00100,0,28,Content
nagen,10,0,51,Content
Sonderausgabe,10000,0,55,Content
Partikel,010,2,64,Content
Unbeliebtheit,1000,0,04,Content
Galaxis,010,4,65,Content
Ader,10,1,73,Content
Schlips,1,1,42,Content
Wildnis,10,6,1,Content
Ungezogenheit,10000,0,08,Content
Fischrogen,100,0,08,Content
aromatisieren,000010,0,04,Content
Fischchen,10,0,59,Content
Kopfwunde,100,0,59,Content
Unheil,10,5,79,Content
unverdrossen,1000,0,08,Content
Einweihung,100,0,47,Content
Umrechnung,100,0,08,Content
losbekommen,1000,0,12,Content
unentschlossen,1000,1,3,Content
Puritaner,0010,0,31,Content
Parterre,01,0,31,Content
Lebensweisheit,1000,0,28,Content
lahmlegen,100,0,12,Content
abgerissen,1000,4,09,Content
Liquor,10,0,28,Content
herumkriegen,0100,0,04,Content
Unterschrift,100,11,97,Content
Halsabschneider,1000,0,94,Content
ausbezahlen,1000,0,28,Content
Sittenlosigkeit,10000,0,12,Content
Fuge,10,0,24,Content
Handelsbank,100,0,08,Content
abwendbar,100,0,04,Content
bejubeln,010,0,04,Content
ermutigen,0100,2,36,Content
weiterspielen,1000,2,76,Content
Kundenkreis,100,0,16,Content
Verfassungsgericht,01000,0,04,Content
ausschlecken,100,0,04,Content
flechten,10,0,83,Content
deswegen,110,110,83,Content
Morgenmantel,1000,0,83,Content
scheuern,10,0,51,Content
Behinderung,0100,2,48,Content
rotten,10,0,39,Content
roden,10,0,12,Content
Pinie,100,0,39,Content
heranfahren,0100,0,04,Content
Maschine,010,48,94,Content
infantil,001,0,31,Content
lechzen,10,0,39,Content
aufbleiben,100,1,65,Content
Hundertschaft,100,0,04,Content
Backbord,10,3,86,Content
Garderobier,00001,0,24,Content
Gewinde,010,0,47,Content
hochklettern,100,1,65,Content
schmiegen,10,0,2,Content
Erhaltung,010,0,98,Content
Vatikan,001,2,91,Content
Schleifmaschine,1000,0,16,Content
Trommelwirbel,1000,1,02,Content
Kleiderhaken,1000,0,04,Content
Ideogramm,0001,0,08,Content
Leckerei,001,0,24,Content
Atlantik,010,1,85,Content
Bezeichnung,010,2,24,Content
Hausmann,10,0,2,Content
liquide,010,0,12,Content
tauglich,10,0,31,Content
Geselle,010,0,43,Content
Sultanin,100,0,16,Content
ausgebufft,100,0,04,Content
Quaste,10,0,12,Content
ackern,10,0,59,Content
Spielzimmer,100,0,91,Content
zubringen,100,0,35,Content
Modeartikel,10000,0,04,Content
Spesen,10,2,4,Content
Grippe,10,5,59,Content
Waschbrett,10,0,08,Content
zu,1,9209,93,Content
Wirtschaftsleben,1000,0,04,Content
Ungewissheit,1000,1,26,Content
Anzahlung,100,3,58,Content
lachen,10,83,9,Content
Kakao,01,4,37,Content
folgern,10,0,28,Content
erhaschen,010,0,75,Content
Besserung,100,3,27,Content
stranden,10,0,39,Content
Propeller,010,1,38,Content
Festland,10,3,35,Content
Vorverhandlung,1000,0,08,Content
hineingehen,0100,2,52,Content
